rk,player,nation,pos,squad,age,born,90s,touches,def_pen,def_3rd,mid_3rd,att_3rd,att_pen,live,att,succ,succ_take_o,tkld,tkld_take_o,carries,totdist,prgdist,prgc,1_3,cpa,mis,dis,rec,prgr,matches
22,Jordan Amavi,fr FRA,DF,Nice,27,1994,4.6,380,11,86,235,65,0,380,9,5,55.6,4,44.4,245,1329,615,13,11,0,6,4,232,21,Matches
23,Jordan Amavi,fr FRA,"DF,FW",Marseille,27,1994,1.4,104,2,24,63,18,1,104,2,0,0.0,2,100.0,59,276,127,3,3,0,2,3,70,6,Matches
24,Benjamin André,fr FRA,MF,Lille,30,1990,30.6,2175,101,546,1315,341,36,2175,25,20,80.0,5,20.0,1251,6220,2882,38,34,2,54,26,1372,59,Matches
25,Houssem Aouar,dz ALG,"MF,FW",Lyon,23,1998,27.8,1816,14,178,1000,673,108,1816,129,70,54.3,59,45.7,1298,6627,3274,88,79,26,72,52,1402,169,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
26,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,19,2002,12.0,776,4,101,425,268,22,776,40,15,37.5,25,62.5,478,3071,1562,43,30,9,31,17,534,61,Matches
27,Dennis Appiah,fr FRA,DF,Nantes,29,1992,23.3,1243,102,466,576,215,7,1243,30,14,46.7,16,53.3,663,3658,1733,25,20,3,23,5,678,58,Matches
28,Lorenz Assignon,tg TOG,DF,Rennes,21,2000,6.8,462,26,117,188,162,18,462,10,5,50.0,5,50.0,238,1297,670,19,13,3,10,6,252,45,Matches
29,Youcef Atal,dz ALG,DF,Nice,25,1996,12.7,905,27,219,408,290,29,905,39,18,46.2,21,53.8,527,3561,1858,63,42,12,19,19,537,106,Matches
30,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,24,1997,0.9,26,0,1,16,9,3,26,0,0,,0,,14,70,14,1,0,1,7,3,19,7,Matches
31,Karim Azamoum,fr FRA,DF,Troyes,31,1990,4.3,182,14,109,60,15,1,182,3,1,33.3,2,66.7,106,507,283,4,3,0,3,2,113,4,Matches
32,Loïc Bade,fr FRA,DF,Rennes,21,2000,10.9,830,84,424,391,19,7,830,5,4,80.0,1,20.0,557,3420,2025,8,6,0,4,1,611,3,Matches
33,Benoît Badiashile,fr FRA,DF,Monaco,20,2001,20.4,1570,149,642,903,30,19,1570,4,2,50.0,2,50.0,983,4271,2403,16,4,0,7,5,1057,5,Matches
34,Youssouph Badji,sn SEN,"FW,MF",Brest,19,2001,1.5,45,0,0,16,29,7,45,0,0,,0,,25,103,23,0,0,1,4,1,34,11,Matches
35,Stéphane Bahoken,cm CMR,FW,Angers,29,1992,12.2,351,6,23,183,151,33,351,14,7,50.0,7,50.0,222,1084,327,9,8,4,40,17,253,78,Matches
36,Dénys Bain,fr FRA,DF,Brest,28,1993,2.0,97,16,46,51,1,1,97,0,0,,0,,71,390,204,0,0,0,0,0,65,0,Matches
37,Stefan Bajic,fr FRA,GK,Saint-Étienne,19,2001,5.7,204,167,202,2,0,0,204,0,0,,0,,103,468,283,0,0,0,0,0,69,0,Matches
38,Cédric Bakambu,cd COD,FW,Marseille,30,1991,4.0,113,2,8,34,71,28,113,2,1,50.0,1,50.0,75,405,148,7,3,4,10,1,85,28,Matches
39,Abdoulaye Bakayoko,fr FRA,DF,Saint-Étienne,18,2002,3.4,195,15,108,88,1,1,195,5,4,80.0,1,20.0,95,564,292,1,1,0,6,2,91,1,Matches
40,Dilane Bakwa,fr FRA,"FW,MF",Bordeaux,18,2002,0.5,23,1,2,12,9,2,23,3,1,33.3,2,66.7,13,83,22,1,0,1,1,1,14,1,Matches
41,Ibrahima Baldé,fr FRA,"FW,MF",Lens,18,2003,0.6,16,0,1,7,8,1,16,2,0,0.0,2,100.0,7,30,8,0,0,0,3,0,11,5,Matches
42,Leonardo Balerdi,ar ARG,DF,Marseille,22,1999,10.6,919,79,404,506,11,4,919,13,11,84.6,2,15.4,621,3062,1682,6,1,0,8,6,678,2,Matches
43,Abdoulaye Bamba,ci CIV,"DF,FW",Angers,31,1990,5.1,240,18,81,90,69,7,240,1,0,0.0,1,100.0,122,587,264,7,5,0,10,1,112,21,Matches
44,Jonathan Bamba,ci CIV,"MF,FW",Lille,25,1996,27.0,1504,16,182,689,661,80,1504,103,34,33.0,69,67.0,1018,6405,3121,101,63,36,76,57,1064,200,Matches
45,Simon Banza,cd COD,FW,Lens,24,1996,1.4,49,2,3,16,32,5,49,6,4,66.7,2,33.3,28,159,74,2,2,0,2,3,36,8,Matches
46,Danilo Barbosa,br BRA,DF,Nice,25,1996,1.0,60,12,32,28,0,0,60,0,0,,0,,31,100,51,1,0,0,4,0,35,0,Matches
47,Bradley Barcola,fr FRA,"FW,MF",Lyon,18,2002,2.9,122,4,22,45,60,17,122,8,2,25.0,6,75.0,76,601,317,9,6,5,6,3,70,27,Matches
48,Melvin Bard,fr FRA,DF,Nice,20,2000,28.8,2175,87,593,1222,393,14,2175,37,22,59.5,15,40.5,1290,6636,3629,65,54,5,41,17,1292,129,Matches
49,Toma Bašić,hr CRO,MF,Bordeaux,24,1996,2.3,118,1,17,62,39,5,118,4,1,25.0,3,75.0,77,403,179,6,3,0,4,0,85,10,Matches
50,Amine Bassi,fr FRA,"MF,FW",Metz,23,1997,2.0,146,1,23,77,48,2,146,4,3,75.0,1,25.0,90,445,158,5,3,0,5,3,97,11,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
51,Paul Baysse,fr FRA,"MF,DF",Bordeaux,33,1988,0.1,6,3,4,3,0,0,6,0,0,,0,,2,11,5,0,0,0,0,0,1,0,Matches
52,Youcef Belaïli,dz ALG,"MF,FW",Brest,29,1992,9.2,492,4,44,230,233,31,491,49,24,49.0,25,51.0,359,2909,1248,36,29,15,21,16,355,56,Matches
53,Haris Belkebla,dz ALG,MF,Brest,27,1994,25.7,1211,59,296,754,180,9,1211,41,30,73.2,11,26.8,765,4000,1697,15,16,3,33,18,741,27,Matches
54,Jean-Ricner Bellegarde,ht HAI,MF,Strasbourg,23,1998,25.9,1394,43,267,766,388,42,1394,63,38,60.3,25,39.7,881,5779,2997,75,53,14,60,33,900,90,Matches
55,Jeanuël Belocian,fr FRA,DF,Rennes,16,2005,0.1,10,1,8,2,0,0,10,0,0,,0,,10,53,36,0,0,0,0,0,9,0,Matches
56,Hatem Ben Arfa,fr FRA,"FW,MF",Lille,34,1987,3.5,190,1,18,87,93,12,190,15,7,46.7,8,53.3,130,943,381,12,13,6,12,10,147,18,Matches
57,Salim Ben Seghir,fr FRA,MF,Marseille,18,2003,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
58,Wissam Ben Yedder,fr FRA,FW,Monaco,30,1990,28.1,939,3,31,334,581,191,931,57,25,43.9,32,56.1,581,3121,1258,59,23,45,62,45,712,238,Matches
59,Darío Benedetto,ar ARG,"FW,MF",Marseille,31,1990,0.6,19,0,0,10,10,4,19,2,0,0.0,2,100.0,12,54,6,1,1,0,1,0,13,2,Matches
60,Walter Benítez,ar ARG,GK,Nice,28,1993,37.0,1103,920,1100,3,0,0,1103,0,0,,0,,651,3509,2435,0,0,0,0,0,427,0,Matches
61,Loris Benito,ch SUI,DF,Bordeaux,29,1992,0.7,61,4,27,30,4,0,61,0,0,,0,,39,163,43,0,1,0,1,1,35,0,Matches
62,Nabil Bentaleb,dz ALG,MF,Angers,26,1994,16.8,1093,32,286,688,133,10,1093,31,20,64.5,11,35.5,752,3463,1318,12,14,0,33,9,742,16,Matches
63,Patrick Berg,no NOR,MF,Lens,23,1997,3.4,249,13,61,164,28,1,249,1,0,0.0,1,100.0,151,756,335,4,5,0,2,0,157,1,Matches
64,Mitchell van Bergen,nl NED,"FW,MF",Reims,21,1999,10.9,327,7,47,108,179,27,327,23,14,60.9,9,39.1,203,1404,548,24,14,11,35,7,193,54,Matches
65,Valon Berisha,xk KVX,"MF,FW",Reims,28,1993,5.1,236,4,40,111,86,11,236,5,3,60.0,2,40.0,107,407,178,4,4,1,11,7,131,15,Matches
66,Paul Bernardoni,fr FRA,GK,Angers,24,1997,13.0,368,323,367,1,0,0,368,0,0,,0,,187,996,663,0,0,0,1,0,107,0,Matches
67,Paul Bernardoni,fr FRA,GK,Saint-Étienne,24,1997,19.0,639,523,636,3,0,0,639,0,0,,0,,339,1799,1050,0,0,0,0,0,188,0,Matches
68,Juan Bernat,es ESP,"DF,MF",Paris S-G,28,1993,10.6,771,33,196,384,198,21,771,23,14,60.9,9,39.1,492,2295,1156,20,11,6,7,5,577,85,Matches
69,Dimitry Bertaud,cd COD,GK,Montpellier,23,1998,9.3,335,302,335,0,0,0,335,0,0,,0,,211,1037,593,0,0,0,0,0,129,0,Matches
70,Jason Berthomier,fr FRA,MF,Clermont Foot,31,1990,19.2,1558,22,260,863,450,34,1558,31,22,71.0,9,29.0,951,3487,1618,26,25,7,38,18,1186,91,Matches
71,Giulian Biancone,fr FRA,"DF,MF",Troyes,21,2000,25.5,1600,108,633,659,326,39,1600,27,12,44.4,15,55.6,909,5256,2770,58,32,7,30,10,912,100,Matches
72,El Bilal Touré,ml MLI,FW,Reims,19,2001,13.3,489,20,71,228,193,47,488,19,8,42.1,11,57.9,249,1375,600,22,11,6,31,13,339,78,Matches
73,Jean-Claude Billong,cm CMR,DF,Clermont Foot,27,1993,10.9,579,61,319,241,19,10,579,3,2,66.7,1,33.3,380,1825,865,4,1,1,4,1,379,2,Matches
74,Nathan Bitumazala,fr FRA,DF,Paris S-G,18,2002,0.1,12,0,3,5,4,0,12,1,0,0.0,1,100.0,7,30,4,0,0,0,0,0,8,3,Matches
75,Marco Bizot,nl NED,GK,Brest,30,1991,38.0,1317,1161,1312,4,1,1,1317,0,0,,0,,698,3730,1796,0,0,0,0,0,450,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
76,Ludovic Blas,fr FRA,"MF,FW",Nantes,23,1997,32.9,1524,16,168,789,598,89,1519,148,60,40.5,88,59.5,1047,6707,2652,69,65,17,96,79,1092,190,Matches
77,Myron Boadu,nl NED,FW,Monaco,20,2001,10.7,278,2,17,109,154,63,278,16,8,50.0,8,50.0,169,737,213,7,6,7,46,12,210,68,Matches
78,Jérôme Boateng,de GER,DF,Lyon,32,1988,18.0,1282,137,604,649,36,7,1282,4,2,50.0,2,50.0,839,3761,1853,4,1,0,4,0,907,4,Matches
79,Antonin Bobichon,fr FRA,"MF,FW",Angers,25,1995,0.4,20,0,2,14,4,0,20,1,0,0.0,1,100.0,11,36,13,0,0,0,0,1,13,2,Matches
80,Quentin Boisgard,fr FRA,"MF,FW",Lorient,24,1997,10.6,530,9,92,235,212,13,530,23,11,47.8,12,52.2,310,1610,673,18,14,2,33,20,322,57,Matches
81,Charles Boli,fr FRA,"MF,DF",Lens,22,1998,0.4,22,0,2,14,6,1,22,0,0,,0,,15,66,33,1,0,0,0,0,16,2,Matches
82,Sven Botman,nl NED,DF,Lille,21,2000,25.0,1762,218,903,832,39,22,1762,5,5,100.0,0,0.0,1065,5127,2719,12,4,0,9,2,1212,0,Matches
83,Denis Bouanga,ga GAB,"FW,MF",Saint-Étienne,26,1994,27.1,1270,52,179,540,578,134,1270,121,56,46.3,65,53.7,772,5441,2506,79,46,43,114,64,856,244,Matches
84,Hicham Boudaoui,dz ALG,MF,Nice,21,1999,18.0,885,27,156,441,300,39,885,42,22,52.4,20,47.6,596,3209,1262,38,24,10,41,23,600,101,Matches
85,Ryad Boudebouz,dz ALG,"MF,FW",Saint-Étienne,31,1990,25.0,1798,31,271,1002,551,32,1797,80,55,68.8,25,31.3,1156,6871,3448,85,77,6,50,44,1335,138,Matches
86,Sofiane Boufal,ma MAR,"FW,MF",Angers,27,1993,25.9,1456,8,82,714,682,107,1453,198,91,46.0,107,54.0,1006,6944,3369,127,76,49,110,75,1108,207,Matches
87,Farid Boulaya,dz ALG,"MF,FW",Metz,28,1993,17.0,904,10,119,498,302,18,904,32,19,59.4,13,40.6,579,4042,1660,50,40,6,25,24,617,73,Matches
88,Ismaël Boura,km COM,DF,Lens,20,2000,1.1,83,7,28,37,18,0,83,0,0,,0,,26,183,120,2,1,0,0,0,55,2,Matches
89,Benjamin Bourigeaud,fr FRA,"FW,MF",Rennes,27,1994,35.5,2263,60,266,1001,1009,91,2263,21,9,42.9,12,57.1,1294,6002,2613,47,50,14,41,20,1530,322,Matches
90,Redwan Bourles,fr FRA,"MF,FW",Lorient,18,2003,0.2,8,0,1,1,6,0,8,0,0,,0,,5,35,7,0,0,0,1,1,6,2,Matches
91,Domagoj Bradarić,hr CRO,DF,Lille,21,1999,4.6,342,13,96,153,95,2,342,5,2,40.0,3,60.0,206,1180,639,11,11,1,5,4,196,21,Matches
92,Bilal Brahimi,dz ALG,MF,Nice,21,2000,4.2,216,1,20,82,120,15,216,10,3,30.0,7,70.0,164,1417,628,25,18,4,11,10,155,39,Matches
93,Bilal Brahimi,dz ALG,FW,Angers,21,2000,3.8,139,0,16,51,73,13,139,20,11,55.0,9,45.0,115,965,456,19,10,10,16,12,114,32,Matches
94,Lilian Brassier,fr FRA,DF,Brest,21,1999,25.1,1525,167,759,678,98,22,1525,16,5,31.3,11,68.8,957,5585,3183,31,12,5,20,4,933,22,Matches
95,Jimmy Briand,fr FRA,"FW,MF",Bordeaux,35,1985,2.5,107,3,16,45,46,14,105,4,1,25.0,3,75.0,62,211,78,2,4,0,9,2,70,23,Matches
96,Dylan Bronn,tn TUN,DF,Metz,26,1995,28.3,1419,131,725,652,55,14,1419,8,6,75.0,2,25.0,859,4225,2558,14,11,0,9,5,856,3,Matches
97,Osman Bukari,gh GHA,"FW,MF",Nantes,22,1998,11.2,438,7,59,146,247,44,438,46,21,45.7,25,54.3,288,2207,1102,46,28,17,32,21,280,91,Matches
98,Maxime Busi,be BEL,DF,Reims,21,1999,14.4,857,54,303,335,228,18,857,24,15,62.5,9,37.5,513,3236,1987,40,23,4,30,9,489,64,Matches
99,Oriol Busquets,es ESP,MF,Clermont Foot,22,1999,2.2,144,6,40,85,22,1,144,3,2,66.7,1,33.3,106,449,201,0,2,0,3,3,107,0,Matches
100,Marcin Bułka,pl POL,GK,Nice,21,1999,1.0,24,23,24,0,0,0,24,0,0,,0,,15,100,61,0,0,0,0,0,9,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
101,Rémy Cabella,fr FRA,"MF,FW",Montpellier,31,1990,3.5,255,4,34,123,104,14,255,11,7,63.6,4,36.4,203,1154,580,18,12,3,3,9,192,41,Matches
102,Jimmy Cabot,fr FRA,DF,Angers,27,1994,22.3,1712,47,490,777,474,29,1712,107,45,42.1,62,57.9,1040,7057,3914,92,63,13,60,21,1043,150,Matches
103,Anthony Caci,fr FRA,DF,Strasbourg,24,1997,26.6,1898,79,505,956,453,32,1898,41,23,56.1,18,43.9,1062,5542,2885,65,43,12,32,17,1153,113,Matches
104,Mathieu Cafaro,fr FRA,"MF,FW",Reims,24,1997,2.1,113,1,20,42,51,6,113,3,0,0.0,3,100.0,48,200,107,4,4,0,4,1,61,13,Matches
105,Yannick Cahuzac,fr FRA,MF,Lens,36,1985,6.9,299,13,55,209,37,7,299,2,1,50.0,1,50.0,155,629,319,5,5,1,2,1,192,15,Matches
106,Marc-Aurèle Caillard,fr FRA,GK,Metz,27,1994,17.1,508,463,506,2,0,0,508,0,0,,0,,232,1397,845,0,0,0,0,0,110,0,Matches
107,Jens Cajuste,se SWE,"MF,FW",Reims,21,1999,4.0,169,7,38,88,45,14,168,18,9,50.0,9,50.0,108,676,382,10,8,3,6,6,106,14,Matches
108,Duje Ćaleta-Car,hr CRO,DF,Marseille,24,1996,22.9,1962,159,777,1132,58,17,1962,1,1,100.0,0,0.0,1517,7106,3903,14,16,0,8,1,1579,2,Matches
109,Lucas Calodat,fr FRA,DF,Saint-Étienne,19,2002,0.0,2,0,1,1,0,0,2,0,0,,0,,1,3,3,0,0,0,0,0,2,0,Matches
110,Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,23,1998,34.1,1906,47,445,1074,406,34,1906,56,35,62.5,21,37.5,1089,5648,2896,43,63,2,53,33,1193,89,Matches
111,Mamadou Camara,ml MLI,FW,Troyes,20,2001,0.4,16,0,2,6,8,1,16,0,0,,0,,13,62,21,0,1,0,1,1,15,2,Matches
112,Eduardo Camavinga,fr FRA,MF,Rennes,18,2002,1.6,89,3,14,59,17,1,89,2,0,0.0,2,100.0,59,295,153,3,4,0,3,1,65,6,Matches
113,Fali Candé,gw GNB,DF,Metz,23,1998,10.8,619,33,208,272,142,4,619,22,7,31.8,15,68.2,315,1548,726,13,10,2,18,9,327,41,Matches
114,Pierrick Capelle,fr FRA,"MF,DF",Angers,34,1987,13.3,748,34,194,382,181,22,748,30,16,53.3,14,46.7,432,2384,969,23,13,7,31,18,432,42,Matches
115,Maxence Caqueret,fr FRA,MF,Lyon,21,2000,25.9,1844,58,378,1195,297,16,1844,58,37,63.8,21,36.2,1137,4975,2204,25,37,2,50,26,1274,29,Matches
116,Irvin Cardona,mt MLT,"FW,MF",Brest,23,1997,14.8,495,21,76,207,220,61,495,33,12,36.4,21,63.6,302,1808,772,28,23,11,44,19,340,97,Matches
117,Igor Carioca,br BRA,DF,Lorient,24,1996,17.5,951,45,231,409,323,18,951,25,13,52.0,12,48.0,472,2676,1390,41,21,4,30,11,515,104,Matches
118,Moreto Cassamã,gw GNB,MF,Reims,23,1998,8.9,534,18,142,300,98,5,534,23,10,43.5,13,56.5,307,1454,655,11,8,1,18,9,369,8,Matches
119,Jean-Charles Castelletto,cm CMR,DF,Nantes,26,1995,27.9,1433,123,588,786,66,20,1433,8,7,87.5,1,12.5,834,3804,1947,9,10,3,6,5,842,5,Matches
120,Zeki Çelik,tr TUR,DF,Lille,24,1997,30.0,2076,94,547,1044,500,54,2076,38,19,50.0,19,50.0,1172,6540,3798,72,55,8,31,11,1248,129,Matches
121,Fabien Centonze,fr FRA,DF,Metz,25,1996,17.6,1038,69,347,458,245,16,1038,56,29,51.8,27,48.2,595,3724,1842,46,28,5,36,14,571,67,Matches
122,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,16,2005,0.1,8,3,4,4,0,0,8,0,0,,0,,6,13,4,0,0,0,0,0,6,0,Matches
123,Nassim Chadli,fr FRA,"MF,DF",Troyes,20,2001,1.1,71,2,16,21,34,3,71,8,4,50.0,4,50.0,41,300,164,6,3,2,11,2,43,15,Matches
124,Mehdi Chahiri,ma MAR,DF,Strasbourg,25,1996,0.2,10,0,2,2,6,3,10,0,0,,0,,5,36,20,1,1,1,0,2,4,1,Matches
125,Dylan Chambost,fr FRA,"MF,FW",Troyes,23,1997,8.4,554,9,117,325,117,9,554,3,2,66.7,1,33.3,339,1323,657,7,8,0,9,4,385,20,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches
126,Brendan Chardonnet,fr FRA,DF,Brest,26,1994,29.8,1596,252,900,654,54,17,1596,4,1,25.0,3,75.0,935,4651,2583,9,15,2,5,1,934,5,Matches
127,Xavier Chavalerin,fr FRA,MF,Troyes,30,1991,30.2,1325,52,343,643,349,39,1325,26,14,53.8,12,46.2,826,3447,1203,19,25,3,37,14,870,85,Matches
128,Xavier Chavalerin,fr FRA,MF,Reims,30,1991,2.4,118,7,35,56,28,5,118,2,2,100.0,0,0.0,51,240,92,4,3,0,1,1,65,5,Matches
129,Rayan Cherki,fr FRA,"FW,MF",Lyon,17,2003,4.9,334,1,14,148,175,26,334,37,17,45.9,20,54.1,224,1467,766,30,14,12,16,11,250,51,Matches
130,Pedro Chirivella,es ESP,MF,Nantes,24,1997,29.3,1925,21,283,1302,348,21,1925,16,8,50.0,8,50.0,1147,4680,1922,13,22,2,14,9,1386,34,Matches
131,Joris Chotard,fr FRA,MF,Montpellier,19,2001,32.6,1556,134,590,831,145,15,1556,21,8,38.1,13,61.9,909,3758,1537,5,7,2,30,5,943,20,Matches
132,Alexis Claude-Maurice,fr FRA,MF,Nice,23,1998,2.3,144,1,12,58,74,11,144,8,3,37.5,5,62.5,90,427,151,5,6,1,5,5,96,13,Matches
133,Jonathan Clauss,fr FRA,DF,Lens,28,1992,33.8,2243,66,432,823,1021,63,2243,60,29,48.3,31,51.7,1109,6466,3667,110,77,22,47,13,1155,303,Matches
134,Marcus Coco,fr FRA,"MF,FW",Nantes,25,1996,10.3,484,20,116,199,178,19,484,26,14,53.8,12,46.2,284,1808,950,28,20,7,26,23,299,62,Matches
135,Abdu Conté,pt POR,DF,Troyes,23,1998,15.0,733,24,265,282,195,14,733,19,11,57.9,8,42.1,433,2537,1346,31,32,8,21,8,428,71,Matches
136,Sébastien Corchia,fr FRA,DF,Nantes,30,1990,14.7,746,40,183,272,294,11,746,28,9,32.1,19,67.9,319,1852,926,29,22,3,21,8,328,72,Matches
137,Maxwel Cornet,ci CIV,DF,Lyon,24,1996,0.7,44,2,9,23,12,0,44,1,1,100.0,0,0.0,28,142,77,4,1,0,0,1,32,1,Matches
138,David Costa,pt POR,"MF,FW",Lens,20,2001,16.3,941,7,105,462,384,56,941,37,24,64.9,13,35.1,697,3895,2011,56,34,20,29,24,749,99,Matches
139,Benoît Costil,fr FRA,GK,Bordeaux,34,1987,25.0,962,773,947,15,0,0,962,0,0,,0,,493,2454,1337,0,0,0,1,1,396,0,Matches
140,Kalifa Coulibaly,ml MLI,FW,Nantes,29,1991,9.4,294,16,21,135,139,47,294,10,6,60.0,4,40.0,132,588,179,5,4,3,29,9,221,29,Matches
141,Nicolas Cozza,fr FRA,DF,Montpellier,22,1999,30.8,1719,163,828,707,205,29,1719,33,18,54.5,15,45.5,1002,5989,2915,47,31,6,48,14,1020,38,Matches
142,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,26,1995,1.1,35,1,3,16,16,4,35,4,2,50.0,2,50.0,19,91,15,1,0,1,3,1,24,9,Matches
143,Wylan Cyprien,fr FRA,MF,Nantes,26,1995,16.6,1075,23,197,649,245,12,1075,21,15,71.4,6,28.6,684,2882,1279,8,14,0,15,17,710,32,Matches
144,Lucas Da Cunha,fr FRA,MF,Nice,20,2001,4.4,215,4,19,98,103,14,215,15,9,60.0,6,40.0,131,937,443,15,9,4,15,5,135,18,Matches
145,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,20,2001,9.3,436,6,61,203,177,26,436,40,19,47.5,21,52.5,305,1975,772,25,17,9,17,24,309,58,Matches
146,Damien Da Silva,fr FRA,DF,Lyon,33,1988,12.5,1026,107,475,516,37,17,1026,2,1,50.0,1,50.0,728,3786,1946,12,6,0,6,0,761,2,Matches
